se_model_id,se_model_name,adaptation_type,immediate_ancestor,ancestor_rel_type_raw,max_lineage_length,base_model,se_task_id,se_task,se_activity_id,se_activity
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.1,Athene-codegemma-2-7b-it-alpaca-v1.1,Fine-tuned,mradermacher/Athene-codegemma-2-7b-it-alpaca-v1.1-GGUF,IS_FINETUNED_FROM,0,,code generation; code completion,code generation; code completion,software implementation,software implementation
ErebusTN/EGen_V1,EGen_V1,Original,,,0,,code generation,code generation,software implementation,software implementation
ErenAta00/MorpheusHigh-LLM-14B-Virtual-Reality-Model,MorpheusHigh-LLM-14B-Virtual-Reality-Model,Original,,,0,,code completion,code completion,software implementation,software implementation
Ethan33X/Actrix-aicrowd-qwen3-vl-8b,Actrix-aicrowd-qwen3-vl-8b,Original,,,0,,code generation,code generation,software implementation,software implementation
ExAi/WhiteRabbitNeo-33B-v1.5-exl2-3.0,WhiteRabbitNeo-33B-v1.5-exl2-3.0,Original,,,0,,cybersecurity,cybersecurity,software quality assurance,software quality assurance
FIRSTACCOUNT69/symlink-test-s32,symlink-test-s32,Original,,,0,,construction for security,construction for security,software quality assurance,software quality assurance
FastFlowLM/Qwen3-4B-Instruct-2507-NPU2,Qwen3-4B-Instruct-2507-NPU2,Original,,,0,,code generation,code generation,software implementation,software implementation
FastFlowLM/Qwen3-4B-Thinking-2507-NPU2,Qwen3-4B-Thinking-2507-NPU2,Original,,,0,,code generation,code generation,software implementation,software implementation
FinchResearch/GTamaraw-1b,GTamaraw-1b,Original,,,0,,coding,coding,software implementation,software implementation
FinchResearch/Gurkha-copilot-1b,Gurkha-copilot-1b,Original,,,0,,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
FinchResearch/Sherman-copilot-1b,Sherman-copilot-1b,Original,,,0,,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
Foo615/Phi-3-mini-4k-instruct,Phi-3-mini-4k-instruct,Original,,,0,,code generation,code generation,software implementation,software implementation
Francesco-A/code-search-net-tokenizer,code-search-net-tokenizer,Original,,,0,,code search,code search,software implementation,software implementation
Fraser/to_delete,to_delete,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
FredZhang7/claudegpt-code-logic-debugger-v0.1,claudegpt-code-logic-debugger-v0.1,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
FuryAssassin/ModelZoo-Snapshot-Archive,ModelZoo-Snapshot-Archive,Original,,,0,,code generation,code generation,software implementation,software implementation
FuryAssassin/MyAwesomeModel-ForecastPlan,MyAwesomeModel-ForecastPlan,Original,,,0,,code generation,code generation,software implementation,software implementation
FuryAssassin/QA-Validated-MyAwesomeModel,QA-Validated-MyAwesomeModel,Original,,,0,,code generation,code generation,software implementation,software implementation
FuryAssassin/Reconciled-AwesomeModel-Repo,Reconciled-AwesomeModel-Repo,Original,,,0,,code generation,code generation,software implementation,software implementation
Gabriel2502/gclc-rl-model-deepseek-fix,gclc-rl-model-deepseek-fix,Original,,,0,,code generation,code generation,software implementation,software implementation
Gabriel2502/gclc-rl-model-mistral,gclc-rl-model-mistral,Original,,,0,,code generation,code generation,software implementation,software implementation
Gambet2026/MiniMax-M2.5,MiniMax-M2.5,Original,,,0,,system design; code review,system design; code review,software design; software maintenance,software design; software maintenance
GeniusProAI/geniuspro-coder-v1,geniuspro-coder-v1,Original,,,0,,code generation,code generation,software implementation,software implementation
GrishaKushnir/Mistral-7B-v0.1,Mistral-7B-v0.1,Original,,,0,,code generation,code generation,software implementation,software implementation
H-D-T/Buzz-3b-small-v0.6.3,Buzz-3b-small-v0.6.3,Original,,,0,,data analysis,data analysis,software implementation,software implementation
HelpingAI/Cipher-20B,Cipher-20B,Original,,,0,,code generation,code generation,software implementation,software implementation
Hiridharan10/Coder_llama,Coder_llama,Original,,,0,,code completion; code search,code completion; code search,software implementation,software implementation
Hugofernandez/Mistral-7B-v0.1-colab-sharded,Mistral-7B-v0.1-colab-sharded,Original,,,0,,code generation,code generation,software implementation,software implementation
ICONNAI/ICONN-e1-Beta,ICONN-e1-Beta,Original,,,0,,code generation,code generation,software implementation,software implementation
IEITYuan/Yuan2-M32,Yuan2-M32,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
IQuestLab/IQuest-Coder-V1-40B-Base,IQuest-Coder-V1-40B-Base,Original,,,0,,code representation,code representation,software implementation,software implementation
Inserian/brainllama,brainllama,Original,,,0,,code generation,code generation,software implementation,software implementation
IntervitensInc/GLM-4.6-Channel-int8,GLM-4.6-Channel-int8,Original,,,0,,coding,coding,software implementation,software implementation
IntervitensInc/Qwen3-235B-A22B-Thinking-2507-tt-ckpt,Qwen3-235B-A22B-Thinking-2507-tt-ckpt,Original,,,0,,code generation,code generation,software implementation,software implementation
IntervitensInc/Qwen3-235B-A22B-tt-ckpt,Qwen3-235B-A22B-tt-ckpt,Original,,,0,,code generation,code generation,software implementation,software implementation
IslamMesabah/CoderAPI,CoderAPI,Original,,,0,,code generation,code generation,software implementation,software implementation
J-Raposo/code-search-net-tokenizer,code-search-net-tokenizer,Original,,,0,,coding,coding,software implementation,software implementation
JRohner/affine-qwen3-480-5HSmJpVjxofnwa7EtuoGyic2aSWKYaCQf6qADLc7ytNdfJNU,affine-qwen3-480-5HSmJpVjxofnwa7EtuoGyic2aSWKYaCQf6qADLc7ytNdfJNU,Original,,,0,,code generation,code generation,software implementation,software implementation
Jerrycool/Qwen3-4B-Instruct-2507-sft-planner,Qwen3-4B-Instruct-2507-sft-planner,Original,,,0,,code generation,code generation,software implementation,software implementation
Jerrycool/Qwen3-Coder-30B-A3B-Instruct-sft-all-hf-kings,Qwen3-Coder-30B-A3B-Instruct-sft-all-hf-kings,Original,,,0,,code generation,code generation,software implementation,software implementation
JoanWaweru/Code-SwitchedSentimentAnalysis,Code-SwitchedSentimentAnalysis,Original,,,0,,sentiment analysis,sentiment analysis,software maintenance,software maintenance
JosefAlbers/Phi-3-vision-128k-instruct-mlx,Phi-3-vision-128k-instruct-mlx,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
Josephgflowers/Phi-3-mini-4k-instruct-Cinder-with-16bit-GGUF,Phi-3-mini-4k-instruct-Cinder-with-16bit-GGUF,Original,,,0,,coding,coding,software implementation,software implementation
K00B404/GPT_2_CODE,GPT_2_CODE,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
Kaludi/Reviews-Sentiment-Analysis,Reviews-Sentiment-Analysis,Original,,,0,,sentiment analysis,sentiment analysis,software maintenance,software maintenance
KimiTool/MyAwesomeModel-TestRepo,MyAwesomeModel-TestRepo,Original,,,0,,code generation,code generation,software implementation,software implementation
Kunal7370944861/Twinkel-LLM-72M,Twinkel-LLM-72M,Original,,,0,,code generation,code generation,software implementation,software implementation
Kwaipilot/KwaiCoder-23B-A4B-v1,KwaiCoder-23B-A4B-v1,Original,,,0,,code completion,code completion,software implementation,software implementation
Kwaipilot/OASIS-code-1.3B,OASIS-code-1.3B,Original,,,0,,coding; code search,coding; code search,software implementation,software implementation
Kwaipilot/OASIS-code-embedding-1.5B,OASIS-code-embedding-1.5B,Original,,,0,,coding; code search,coding; code search,software implementation,software implementation
LDES777/ft_2_codellama_merged,ft_2_codellama_merged,Original,,,0,,code completion,code completion,software implementation,software implementation
LDES777/tap_fc_deepseek_merge,tap_fc_deepseek_merge,Original,,,0,,code completion,code completion,software implementation,software implementation
LH-Tech-AI/htmLLM-124M,htmLLM-124M,Original,,,0,,coding,coding,software implementation,software implementation
LH-Tech-AI/htmLLM-50M-Base,htmLLM-50M-Base,Original,,,0,,coding,coding,software implementation,software implementation
LLM360/Crystal,Crystal,Original,,,0,,coding,coding,software implementation,software implementation
LLM360/CrystalChat-7B-Web2Code,CrystalChat-7B-Web2Code,Original,,,0,,code generation; instruction generation,code generation; instruction generation,software implementation,software implementation
LLM4Binary/llm4decompile-6.7b-v1.5,llm4decompile-6.7b-v1.5,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
Laibaaaaa/MiniMax-M2.5,MiniMax-M2.5,Original,,,0,,system design,system design,software design,software design
LegionIntel/yurts-python-code-gen-30-sparse,yurts-python-code-gen-30-sparse,Original,,,0,,code generation,code generation,software implementation,software implementation
LeroyDyer/QuietStar_Project,QuietStar_Project,Original,,,0,,coding,coding,software implementation,software implementation
LeroyDyer/_Spydaz_Web_AI_,_Spydaz_Web_AI_,Original,,,0,,coding,coding,software implementation,software implementation
LeroyDyer/_Spydaz_Web_AI_MistralStar_001_Project,_Spydaz_Web_AI_MistralStar_001_Project,Original,,,0,,coding,coding,software implementation,software implementation
LeroyDyer/_Spydaz_Web_AI_MistralStar_4BIT,_Spydaz_Web_AI_MistralStar_4BIT,Original,,,0,,coding,coding,software implementation,software implementation
LeroyDyer/_Spydaz_Web_AI_MistralStar_V2,_Spydaz_Web_AI_MistralStar_V2,Original,,,0,,coding,coding,software implementation,software implementation
LiteLLMs/c4ai-command-r-plus-GGUF,c4ai-command-r-plus-GGUF,Original,,,0,,code completion,code completion,software implementation,software implementation
LoneStriker/OpenCodeInterpreter-CL-70B-GGUF,OpenCodeInterpreter-CL-70B-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
LoneStriker/Phi-3.5-mini-instruct-GGUF,Phi-3.5-mini-instruct-GGUF,Original,,,0,,code understanding; coding; code generation,code understanding; coding; code generation,software implementation,software implementation
LoneStriker/speechless-code-mistral-7b-v1.0-3.0bpw-h6-exl2,speechless-code-mistral-7b-v1.0-3.0bpw-h6-exl2,Original,,,0,,coding,coding,software implementation,software implementation
Lyon28/caca-1M-untrained,caca-1M-untrained,Original,,,0,,code translation,code translation,software implementation,software implementation
MachoMaheen/devdock4bit,devdock4bit,Original,,,0,,code understanding; code generation; instruction generation,code understanding; code generation; instruction generation,software implementation,software implementation
Maggie05/Phi-3.5-mini-instruct,Phi-3.5-mini-instruct,Original,,,0,,code generation,code generation,software implementation,software implementation
Maincode/Maincoder-1B,Maincoder-1B,Original,,,0,,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
MartialTerran/Artificial_General_SuperIntelligence_AGSI_LLM,Artificial_General_SuperIntelligence_AGSI_LLM,Original,,,0,,software implementation,software implementation,software implementation,software implementation
McGill-NLP/codellm_1b_nope,codellm_1b_nope,Original,,,0,,code generation; code completion,code generation; code completion,software implementation,software implementation
Mickey25/liangyi_LLaMA_Factory,liangyi_LLaMA_Factory,Original,,,0,,code generation; instruction generation,code generation; instruction generation,software implementation,software implementation
Miller777/Affine-777-2-v1,Affine-777-2-v1,Original,,,0,,coding,coding,software implementation,software implementation
MohamedIFQ/sysmlAI,sysmlAI,Original,,,0,,system design; code generation,system design; code generation,software design; software implementation,software design; software implementation
MonetLLM/monet-vd-1.4B-100BT-hf,monet-vd-1.4B-100BT-hf,Original,,,0,,code generation,code generation,software implementation,software implementation
Mungert/AceInstruct-1.5B-GGUF,AceInstruct-1.5B-GGUF,Original,,,0,,coding,coding,software implementation,software implementation
Mungert/KAT-Dev-GGUF,KAT-Dev-GGUF,Original,,,0,,coding,coding,software implementation,software implementation
Mungert/Qwen3-4B-Thinking-2507-GGUF,Qwen3-4B-Thinking-2507-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Mungert/Qwen3-VL-2B-Instruct-GGUF,Qwen3-VL-2B-Instruct-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Mungert/Refact-1_6B-fim-GGUF,Refact-1_6B-fim-GGUF,Original,,,0,,code completion,code completion,software implementation,software implementation
Mungert/granite-20b-code-base-r1.1-GGUF,granite-20b-code-base-r1.1-GGUF,Original,,,0,,coding; code generation; code translation,coding; code generation; code translation,software implementation,software implementation
Mungert/granite-3b-code-base-2k-GGUF,granite-3b-code-base-2k-GGUF,Original,,,0,,coding; code generation; code translation; vulnerability detection,coding; code generation; code translation; vulnerability detection,software implementation; software quality assurance,software implementation; software quality assurance
Mungert/granite-4.0-micro-base-GGUF,granite-4.0-micro-base-GGUF,Original,,,0,,code completion,code completion,software implementation,software implementation
Mungert/phi-4-GGUF,phi-4-GGUF,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
MurphyA/MiniMax-M2.5,MiniMax-M2.5,Original,,,0,,system design; code review,system design; code review,software design; software maintenance,software design; software maintenance
Mzero17/XDLM,XDLM,Original,,,0,,code generation,code generation,software implementation,software implementation
NTUYG/ComFormer,ComFormer,Original,,,0,,code comment generation; code representation,code comment generation; code representation,software implementation,software implementation
Naqeeb-2424/Celestia-1.0,Celestia-1.0,Original,,,0,,code generation,code generation,software implementation,software implementation
Neo111x/falcon3-decompiler-3b,falcon3-decompiler-3b,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
NeoChen1024/aesthetic-shadow-v2-backup,aesthetic-shadow-v2-backup,Original,,,0,,quality assurance,quality assurance,software quality assurance,software quality assurance
Neon-AI/Kushina,Kushina,Original,,,0,,code generation,code generation,software implementation,software implementation
Nethermind/Mpt-Instruct-DotNet-XS,Mpt-Instruct-DotNet-XS,Original,,,0,,code generation,code generation,software implementation,software implementation
Nietzsche6700/Qwen3-32B-long-no-rope-scaling,Qwen3-32B-long-no-rope-scaling,Original,,,0,,code generation,code generation,software implementation,software implementation
NiyonshutiDavid/Mistral-7B-v0.1,Mistral-7B-v0.1,Original,,,0,,code generation,code generation,software implementation,software implementation
NoesisLab/Kai-30B-Instruct,Kai-30B-Instruct,Original,,,0,,code generation,code generation,software implementation,software implementation
Nokia/nlgp-docstring,nlgp-docstring,Original,,,0,,code generation; code completion,code generation; code completion,software implementation,software implementation
Nokia/nlgp-natural,nlgp-natural,Original,,,0,,code generation; code completion,code generation; code completion,software implementation,software implementation
NxcodeOfficial/NxCode-SafeCoder-30B,NxCode-SafeCoder-30B,Original,,,0,,exploratory testing,exploratory testing,software quality assurance,software quality assurance
NyxKrage/Microsoft_Phi-4,Microsoft_Phi-4,Original,,,0,,code generation,code generation,software implementation,software implementation
OSS-forge/DeVAIC,DeVAIC,Original,,,0,,vulnerability detection; static analysis,vulnerability detection; static analysis,software quality assurance,software quality assurance
OpenLLM-Korea/kanana-1.5-2.1b-base,kanana-1.5-2.1b-base,Original,,,0,,coding,coding,software implementation,software implementation
OpenLLM-Korea/kanana-1.5-2.1b-instruct-2505,kanana-1.5-2.1b-instruct-2505,Original,,,0,,coding,coding,software implementation,software implementation
OpenLLM-Korea/kanana-1.5-8b-base,kanana-1.5-8b-base,Original,,,0,,coding,coding,software implementation,software implementation
OpenLLM-Korea/kanana-1.5-8b-instruct-2505,kanana-1.5-8b-instruct-2505,Original,,,0,,coding,coding,software implementation,software implementation
OpenLemur/lemur-70b-chat-v1,lemur-70b-chat-v1,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
OpenLemur/lemur-70b-v1,lemur-70b-v1,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
OpenMOSE/RWKV-x070-2B9-CJE-Instruct,RWKV-x070-2B9-CJE-Instruct,Original,,,0,,code translation,code translation,software implementation,software implementation
OpenMOSE/qwen3-vl-30b-text,qwen3-vl-30b-text,Original,,,0,,code generation,code generation,software implementation,software implementation
Oranger09/Qwen3-VL-2B-Instruct,Qwen3-VL-2B-Instruct,Original,,,0,,code generation,code generation,software implementation,software implementation
PJMixers-Dev/Qwen3-30B-A3B-Instruct-2507-bnb-4bit,Qwen3-30B-A3B-Instruct-2507-bnb-4bit,Original,,,0,,coding,coding,software implementation,software implementation
PKSGIN/qwen3-30b-selective-quant-MixedMPW-mlx,qwen3-30b-selective-quant-MixedMPW-mlx,Original,,,0,,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
PLM-Team/PLM-1.8B-Base,PLM-1.8B-Base,Original,,,0,,coding,coding,software implementation,software implementation
PRMMODEL/qwen3-4b,qwen3-4b,Original,,,0,,code generation,code generation,software implementation,software implementation
Pavvav/Affine-Model-G,Affine-Model-G,Original,,,0,,coding,coding,software implementation,software implementation
PetraAI/Zalmati,Zalmati,Original,,,0,,code generation,code generation,software implementation,software implementation
Peverell/cocosoda_ruby,cocosoda_ruby,Original,,,0,,code search,code search,software implementation,software implementation
PipableAI/pip-code-bandit,pip-code-bandit,Original,,,0,,code generation,code generation,software implementation,software implementation
Plaban81/codegen-finetuned-python,codegen-finetuned-python,Original,,,0,,coding,coding,software implementation,software implementation
QuantFactory/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-GGUF,Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-GGUF,Original,,,0,,coding,coding,software implementation,software implementation
QuixiAI/yayi2-30b-llama,yayi2-30b-llama,Original,,,0,,code generation,code generation,software implementation,software implementation
Qwen/Qwen3-235B-A22B-Instruct-2507,Qwen3-235B-A22B-Instruct-2507,Original,,,0,,code generation,code generation,software implementation,software implementation
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen3-Coder-30B-A3B-Instruct-FP8,Original,,,0,,code generation,code generation,software implementation,software implementation
Randomtalks/dome,dome,Original,,,0,,code comment generation,code comment generation,software implementation,software implementation
Rblxscripter/RblxScripter,RblxScripter,Original,,,0,,code generation,code generation,software implementation,software implementation
Renan12345/Qwen3-32B,Qwen3-32B,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/Bin12345_-_AutoCoder_QW_7B-4bits,Bin12345_-_AutoCoder_QW_7B-4bits,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/HridaAI_-_Hrida-T2SQL-3B-128k-V0.1-8bits,HridaAI_-_Hrida-T2SQL-3B-128k-V0.1-8bits,Original,,,0,,data analysis,data analysis,software implementation,software implementation
RichardErkhov/HridaAI_-_Hrida-T2SQL-3B-128k-V0.1-gguf,HridaAI_-_Hrida-T2SQL-3B-128k-V0.1-gguf,Original,,,0,,data analysis,data analysis,software implementation,software implementation
RichardErkhov/Kortix_-_FastApply-7B-v1.0-gguf,Kortix_-_FastApply-7B-v1.0-gguf,Original,,,0,,code editing,code editing,software implementation,software implementation
RichardErkhov/LLM4Binary_-_llm4decompile-1.3b-v1.5-gguf,LLM4Binary_-_llm4decompile-1.3b-v1.5-gguf,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LLM4Binary_-_llm4decompile-1.3b-v2-gguf,LLM4Binary_-_llm4decompile-1.3b-v2-gguf,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LLM4Binary_-_llm4decompile-22b-v2-gguf,LLM4Binary_-_llm4decompile-22b-v2-gguf,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LLM4Binary_-_llm4decompile-6.7b-v1.5-4bits,LLM4Binary_-_llm4decompile-6.7b-v1.5-4bits,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LLM4Binary_-_llm4decompile-6.7b-v1.5-gguf,LLM4Binary_-_llm4decompile-6.7b-v1.5-gguf,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LLM4Binary_-_llm4decompile-6.7b-v2-gguf,LLM4Binary_-_llm4decompile-6.7b-v2-gguf,Original,,,0,,decompilation,decompilation,software quality assurance,software quality assurance
RichardErkhov/LlamaFinetuneBase_-_Phi-3.5-Mini-Instruct-gguf,LlamaFinetuneBase_-_Phi-3.5-Mini-Instruct-gguf,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
RichardErkhov/NousResearch_-_Hermes-3-Llama-3.1-8B-gguf,NousResearch_-_Hermes-3-Llama-3.1-8B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/Qwen_-_Qwen2.5-Coder-1.5B-gguf,Qwen_-_Qwen2.5-Coder-1.5B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/RUCKBReasoning_-_TableLLM-13b-gguf,RUCKBReasoning_-_TableLLM-13b-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/RUCKBReasoning_-_TableLLM-7b-gguf,RUCKBReasoning_-_TableLLM-7b-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/SenseLLM_-_ReflectionCoder-CL-34B-gguf,SenseLLM_-_ReflectionCoder-CL-34B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/SenseLLM_-_ReflectionCoder-DS-33B-gguf,SenseLLM_-_ReflectionCoder-DS-33B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/SenseLLM_-_ReflectionCoder-DS-6.7B-gguf,SenseLLM_-_ReflectionCoder-DS-6.7B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/SillyTilly_-_c4ai-command-r-08-2024-gguf,SillyTilly_-_c4ai-command-r-08-2024-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/Vezora_-_WaveCoder-6.7b-Ultra-bf16-gguf,Vezora_-_WaveCoder-6.7b-Ultra-bf16-gguf,Original,,,0,,coding; code generation; code translation,coding; code generation; code translation,software implementation,software implementation
RichardErkhov/Wanfq_-_FuseLLM-7B-gguf,Wanfq_-_FuseLLM-7B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/ZySec-AI_-_SecurityLLM-gguf,ZySec-AI_-_SecurityLLM-gguf,Original,,,0,,cybersecurity,cybersecurity,software quality assurance,software quality assurance
RichardErkhov/ajibawa-2023_-_Code-Llama-3-8B-gguf,ajibawa-2023_-_Code-Llama-3-8B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/aorogat_-_question-to-tagged-question-llama3-lora-gguf,aorogat_-_question-to-tagged-question-llama3-lora-gguf,Original,,,0,,cybersecurity,cybersecurity,software quality assurance,software quality assurance
RichardErkhov/bunnycore_-_Chimera-Apex-7B-4bits,bunnycore_-_Chimera-Apex-7B-4bits,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/codellama_-_CodeLlama-13b-hf-gguf,codellama_-_CodeLlama-13b-hf-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/codellama_-_CodeLlama-34b-hf-gguf,codellama_-_CodeLlama-34b-hf-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/codellama_-_CodeLlama-70b-Instruct-hf-gguf,codellama_-_CodeLlama-70b-Instruct-hf-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/codellama_-_CodeLlama-70b-Python-hf-gguf,codellama_-_CodeLlama-70b-Python-hf-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/codellama_-_CodeLlama-7b-Python-hf-gguf,codellama_-_CodeLlama-7b-Python-hf-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/ibm-granite_-_granite-20b-code-base-gguf,ibm-granite_-_granite-20b-code-base-gguf,Original,,,0,,coding; code generation; code translation; vulnerability detection,coding; code generation; code translation; vulnerability detection,software implementation; software quality assurance,software implementation; software quality assurance
RichardErkhov/ibm-granite_-_granite-8b-code-base-4k-gguf,ibm-granite_-_granite-8b-code-base-4k-gguf,Original,,,0,,coding; code generation; code translation; vulnerability detection,coding; code generation; code translation; vulnerability detection,software implementation; software quality assurance,software implementation; software quality assurance
RichardErkhov/internlm_-_AlchemistCoder-L-7B-gguf,internlm_-_AlchemistCoder-L-7B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/internlm_-_internlm2-chat-7b-gguf,internlm_-_internlm2-chat-7b-gguf,Original,,,0,,data analysis,data analysis,software implementation,software implementation
RichardErkhov/internlm_-_internlm2-chat-7b-sft-gguf,internlm_-_internlm2-chat-7b-sft-gguf,Original,,,0,,data analysis,data analysis,software implementation,software implementation
RichardErkhov/nextai-team_-_Moe-4x7b-reason-code-qa-gguf,nextai-team_-_Moe-4x7b-reason-code-qa-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/notadib_-_Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1-gguf,notadib_-_Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/opencsg_-_opencsg-starcoder2-15b-v0.1-gguf,opencsg_-_opencsg-starcoder2-15b-v0.1-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/openvoid_-_Prox-Phi-3-mini-128k-gguf,openvoid_-_Prox-Phi-3-mini-128k-gguf,Original,,,0,,code generation; cybersecurity,code generation; cybersecurity,software implementation; software quality assurance,software implementation; software quality assurance
RichardErkhov/rombodawg_-_rombos_Replete-Coder-Qwen2-1.5b-gguf,rombodawg_-_rombos_Replete-Coder-Qwen2-1.5b-gguf,Original,,,0,,code translation,code translation,software implementation,software implementation
RichardErkhov/shibing624_-_code-autocomplete-gpt2-base-gguf,shibing624_-_code-autocomplete-gpt2-base-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/support-pvelocity_-_Llama-2-7B-instruct-text2sql-gguf,support-pvelocity_-_Llama-2-7B-instruct-text2sql-gguf,Original,,,0,,code completion,code completion,software implementation,software implementation
RichardErkhov/tokyotech-llm_-_Swallow-MS-7b-v0.1-gguf,tokyotech-llm_-_Swallow-MS-7b-v0.1-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/tokyotech-llm_-_Swallow-MX-8x7b-NVE-v0.1-gguf,tokyotech-llm_-_Swallow-MX-8x7b-NVE-v0.1-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
RichardErkhov/unsloth_-_Phi-3.5-mini-instruct-gguf,unsloth_-_Phi-3.5-mini-instruct-gguf,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
RichardErkhov/unsloth_-_Qwen2.5-Coder-7B-gguf,unsloth_-_Qwen2.5-Coder-7B-gguf,Original,,,0,,code generation,code generation,software implementation,software implementation
Robertp423/Qwen3-32B-Devum-Merged,Qwen3-32B-Devum-Merged,Original,,,0,,code generation,code generation,software implementation,software implementation
RojanSapkota/FlashGPT,FlashGPT,Original,,,0,,code generation,code generation,software implementation,software implementation
RthItalia/PINDARO-AI-CODE,PINDARO-AI-CODE,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
RthItalia/Rth-lm-code-25b,Rth-lm-code-25b,Original,,,0,,code completion,code completion,software implementation,software implementation
SALT-NLP/Design2Code-18B-v0,Design2Code-18B-v0,Original,,,0,,code generation,code generation,software implementation,software implementation
SEBIS/code_trans_t5_base_program_synthese_multitask,code_trans_t5_base_program_synthese_multitask,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
SEBIS/code_trans_t5_base_program_synthese_multitask_finetune,code_trans_t5_base_program_synthese_multitask_finetune,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
SEBIS/code_trans_t5_large_source_code_summarization_python_multitask,code_trans_t5_large_source_code_summarization_python_multitask,Original,,,0,,code summarization,code summarization,software implementation,software implementation
SEBIS/code_trans_t5_small_api_generation,code_trans_t5_small_api_generation,Original,,,0,,api recommendation,api recommendation,software implementation,software implementation
SOTAagi2030/AssistantModel-Best,AssistantModel-Best,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/CodeGenModel-Best,CodeGenModel-Best,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/LatestModel-FinalCheckpoint,LatestModel-FinalCheckpoint,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/MultiLangModel-Best,MultiLangModel-Best,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/MyAwesomeModel-Release,MyAwesomeModel-Release,Original,,,0,,code generation,code generation,software implementation,software implementation
